model,lookback,future,pos,val,temp,mse_T,mse_L,mae_T,mae_L,rmse_T,rmse_L,mape_T,mape_L,R2_T,R2_L,mspe,rse
Autoformer,72,720,TRUE,FALSE,TRUE,0.18762428,1.14077406,0.3428421,1.00871574,0.43315619,1.06807025,0.1487332,0.45961675,-0.79327645,-7.24144478,0.03650942,1.15696204
Autoformer,96,1,TRUE,FALSE,TRUE,0.00539621,0.20125283,0.05386331,0.4031057,0.0734589,0.44861211,0.02267597,0.18117948,0.97390227,0.02667938,0.0009725,0.16154791
Autoformer,96,12,TRUE,FALSE,TRUE,0.00939154,0.01904821,0.07146867,0.11495414,0.09690996,0.13801525,0.02993532,0.05176993,0.954111,0.90697179,0.00167012,0.21408235
Autoformer,96,24,TRUE,FALSE,TRUE,0.01457259,0.45328253,0.08858135,0.61332351,0.12071699,0.6732626,0.03730927,0.27950292,0.92789575,-1.23562587,0.00264053,0.26805127
Autoformer,96,96,TRUE,FALSE,TRUE,0.03916656,0.64075285,0.15122361,0.7344479,0.19790544,0.8004704,0.06472416,0.33565198,0.79259263,-2.33922846,0.00747886,0.45178616
Autoformer,96,192,TRUE,FALSE,TRUE,0.06565886,0.68390611,0.19923979,0.76020619,0.25623986,0.82698616,0.08559527,0.34759778,0.61774643,-2.80942644,0.01254233,0.60474175
Autoformer,96,336,TRUE,FALSE,TRUE,0.10320783,0.77173339,0.25630662,0.81172538,0.32125974,0.87848358,0.10996303,0.3712093,0.29981848,-3.7218831,0.01926777,0.79280561
Autoformer,96,720,TRUE,FALSE,TRUE,0.18703561,0.78819093,0.34249792,0.82719859,0.43247613,0.88780117,0.14918464,0.37858011,-0.86735602,-4.90231882,0.03698887,1.17861986
Autoformer,120,1,TRUE,FALSE,TRUE,0.00962279,0.16402679,0.07174506,0.35800727,0.09809581,0.4050022,0.03052455,0.16042564,0.9515346,0.1737797,0.00179852,0.22014858
Autoformer,120,12,TRUE,FALSE,TRUE,0.01415678,0.02425327,0.0865892,0.13031294,0.11898226,0.1557346,0.03667581,0.0594855,0.92800713,0.87683726,0.0025796,0.26813617
Autoformer,120,24,TRUE,FALSE,TRUE,0.01890317,0.4381433,0.10203576,0.60200577,0.1374888,0.66192394,0.04325262,0.2748855,0.9026361,-1.24663998,0.00346964,0.31138235
Autoformer,120,96,TRUE,FALSE,TRUE,0.04649645,0.64724483,0.16254768,0.73896376,0.21563035,0.80451528,0.06970749,0.33812395,0.74424681,-2.49636155,0.00883708,0.50052154
Autoformer,120,192,TRUE,FALSE,TRUE,0.06625219,0.71486429,0.19965243,0.77804694,0.25739503,0.84549647,0.08559576,0.35612121,0.60121892,-3.13250436,0.01249163,0.61762702
Autoformer,120,336,TRUE,FALSE,TRUE,0.10428923,0.81790846,0.2591885,0.83934004,0.32293841,0.90438291,0.11159107,0.38376555,0.2634713,-4.20195802,0.01967397,0.81348479
Autoformer,120,720,TRUE,FALSE,TRUE,0.19320413,0.34324384,0.34764659,0.50705778,0.43954992,0.58587016,0.15133955,0.23560672,-0.97814649,-1.66040353,0.03799448,1.22120392
Autoformer,144,1,TRUE,FALSE,TRUE,0.01142803,0.16809693,0.08125575,0.36425806,0.10690197,0.40999626,0.03452632,0.16429163,0.94011554,0.11915249,0.00213676,0.24471302
Autoformer,144,12,TRUE,FALSE,TRUE,0.02116572,0.00754933,0.10371549,0.06544822,0.14548443,0.08688688,0.04453367,0.02753638,0.88777956,0.96006457,0.00410253,0.33458933
Autoformer,144,24,TRUE,FALSE,TRUE,0.0141184,0.44835895,0.0890966,0.60954854,0.11882088,0.66959611,0.03825061,0.27897443,0.92445064,-1.39281339,0.00264584,0.27447382
Autoformer,144,96,TRUE,FALSE,TRUE,0.03670337,0.67000567,0.14502604,0.75298008,0.19158123,0.81853874,0.06265675,0.34489985,0.79083649,-2.7538419,0.00712204,0.45315969
Autoformer,144,192,TRUE,FALSE,TRUE,0.07647829,0.74405047,0.21731803,0.79565024,0.27654707,0.8625836,0.0940614,0.36438602,0.52153889,-3.4652783,0.01489299,0.67668098
Autoformer,144,336,TRUE,FALSE,TRUE,0.11061253,0.76272655,0.26885089,0.810145,0.33258462,0.87334217,0.11654505,0.37090644,0.18537523,-4.0486796,0.02131032,0.85563236
Autoformer,144,720,TRUE,FALSE,TRUE,0.19551601,1.11357318,0.35174921,0.99504875,0.44217193,1.05525977,0.1536793,0.45485641,-1.03697574,-7.92708875,0.03884258,1.25184798
Autoformer,168,1,TRUE,FALSE,TRUE,0.01369727,0.17798959,0.08316597,0.3764682,0.11703533,0.42188813,0.03601217,0.17070985,0.92567061,0.03354776,0.00273106,0.27263421
Autoformer,168,12,TRUE,FALSE,TRUE,0.01798622,0.01021086,0.10068376,0.08127212,0.1341127,0.10104879,0.04277766,0.03552979,0.90174851,0.94425626,0.00325063,0.31330058
Autoformer,168,24,TRUE,FALSE,TRUE,0.02077609,0.45402713,0.10961106,0.6139632,0.14413913,0.67381535,0.04726018,0.28140064,0.88554227,-1.4960704,0.00395109,0.33795896
Autoformer,168,96,TRUE,FALSE,TRUE,0.0413389,0.68176205,0.15906438,0.76046587,0.2033197,0.82568884,0.06810378,0.34864001,0.75546644,-2.96175577,0.00776322,0.49000227
Autoformer,168,192,TRUE,FALSE,TRUE,0.06477325,0.78928675,0.20163253,0.82111854,0.25450587,0.88841812,0.08700372,0.37628154,0.57886134,-3.920361,0.01241685,0.63511425
Autoformer,168,336,TRUE,FALSE,TRUE,0.11640663,0.82629476,0.27698585,0.84805107,0.34118417,0.90900757,0.1198158,0.3880013,0.09794479,-4.69983443,0.02216121,0.8926909
Autoformer,168,720,TRUE,FALSE,TRUE,0.19362828,0.39224391,0.34923452,0.54838896,0.44003212,0.62629379,0.15322709,0.25559472,-1.02540018,-2.24928211,0.0391049,1.25844729
Autoformer,192,1,TRUE,FALSE,TRUE,0.00681911,0.19239208,0.0629833,0.39297918,0.08257792,0.43862521,0.02692487,0.1789271,0.96188588,-0.07533837,0.00125979,0.19522837
Autoformer,192,12,TRUE,FALSE,TRUE,0.0174674,0.02204759,0.10262831,0.1234672,0.13216428,0.14848432,0.04400057,0.05664358,0.90145759,0.87571363,0.00333167,0.31371823
Autoformer,192,24,TRUE,FALSE,TRUE,0.0199929,0.43718904,0.10767096,0.60063319,0.14139624,0.66120272,0.04653799,0.27577488,0.88588946,-1.48748666,0.00390709,0.33727023
Autoformer,192,96,TRUE,FALSE,TRUE,0.05673694,0.69605102,0.18490128,0.76966667,0.23819518,0.83429672,0.08049144,0.35317187,0.65084489,-3.2011784,0.01130609,0.58518893
Autoformer,192,192,TRUE,FALSE,TRUE,0.07217268,0.76661261,0.21222299,0.81110218,0.26864973,0.87556417,0.09187049,0.37189983,0.51023656,-3.96604148,0.01392149,0.68374717
Autoformer,192,336,TRUE,FALSE,TRUE,0.136619,0.77542478,0.30261752,0.82114074,0.36962008,0.88058207,0.13158745,0.37617216,-0.08640272,-4.58797007,0.02638465,0.98983455
Autoformer,192,720,TRUE,FALSE,TRUE,0.19295071,0.4618486,0.35095349,0.60363904,0.43926156,0.67959444,0.1543608,0.28112891,-1.05167775,-2.95233955,0.03919126,1.27964413
Autoformer,336,1,TRUE,FALSE,TRUE,0.02091936,0.1654295,0.11310539,0.35959277,0.14463528,0.40673025,0.04931287,0.16662289,0.85086093,-0.17868986,0.00415056,0.38618526
Autoformer,336,12,TRUE,FALSE,TRUE,0.04772795,0.00660671,0.17465504,0.06203812,0.21846728,0.08128167,0.0762769,0.02742824,0.65653661,0.95241399,0.00938524,0.58640277
Autoformer,336,24,TRUE,FALSE,TRUE,0.03280194,0.4596226,0.13649043,0.61793973,0.18111305,0.67795472,0.05938683,0.28631817,0.76128754,-2.33592996,0.00640174,0.48795706
Autoformer,336,96,TRUE,FALSE,TRUE,0.06556928,0.63697099,0.20374173,0.7402593,0.25606498,0.79810462,0.0892751,0.34134015,0.49537025,-3.84739624,0.01301535,0.70598644
Autoformer,336,192,TRUE,FALSE,TRUE,0.08931151,0.84831467,0.24521948,0.86648466,0.29885033,0.92104,0.10691007,0.39784694,0.20926148,-6.10379946,0.01725301,0.86387861
Autoformer,336,336,TRUE,FALSE,TRUE,0.10968893,0.79667032,0.27105451,0.84387432,0.33119318,0.8925639,0.11880799,0.38738457,-0.11015082,-6.37711648,0.02151605,1.007779
Autoformer,336,720,TRUE,FALSE,TRUE,0.18527578,0.99139495,0.34705126,0.94448763,0.43043673,0.99568818,0.15341108,0.43535593,-1.2007085,-9.15605564,0.03779047,1.37756443
Autoformer,504,1,TRUE,FALSE,TRUE,0.02353857,0.00138747,0.12262281,0.02823181,0.15342286,0.03724876,0.0537153,0.01247734,0.76152895,0.98598535,0.00453081,0.48833498
Autoformer,504,12,TRUE,FALSE,TRUE,0.04198879,0.03265818,0.16304955,0.14981897,0.20491165,0.18071573,0.07218906,0.07144356,0.56722308,0.66481375,0.00845025,0.65743726
Autoformer,504,24,TRUE,FALSE,TRUE,0.08897888,0.48327413,0.23205468,0.63731573,0.29829326,0.69517921,0.10086919,0.29768869,0.06474861,-4.04268979,0.01686989,0.96493745
Autoformer,504,96,TRUE,FALSE,TRUE,0.14741403,0.66039605,0.31825048,0.76200596,0.38394535,0.81264756,0.14126183,0.35323572,-0.60358736,-6.13834404,0.02970228,1.26169062
Autoformer,504,192,TRUE,FALSE,TRUE,0.16275512,0.8408512,0.34082875,0.87081415,0.40342921,0.91697939,0.15141249,0.40197091,-0.83208098,-8.3799814,0.0329974,1.34500885
Autoformer,504,336,TRUE,FALSE,TRUE,0.14249255,0.72884835,0.313095,0.80562941,0.37748185,0.85372616,0.14110437,0.3732293,-0.68383213,-7.39154204,0.03055145,1.27911496
Autoformer,504,720,TRUE,FALSE,TRUE,0.17361753,1.26230485,0.33972725,1.08789415,0.41667438,1.12352341,0.15299378,0.50240877,-1.40220473,-14.5136906,0.0370701,1.457564
Autoformer,672,1,TRUE,FALSE,TRUE,0.04415173,0.20609197,0.17633426,0.40961405,0.21012312,0.45397353,0.07957388,0.19377409,0.47912401,-1.43135145,0.00934412,0.72171736
Autoformer,672,12,TRUE,FALSE,TRUE,0.03904085,0.02242222,0.16083789,0.12520413,0.19758756,0.14974052,0.0712499,0.05983212,0.53731688,0.73486621,0.00770908,0.68013155
Autoformer,672,24,TRUE,FALSE,TRUE,0.04457194,0.51198808,0.17276001,0.66505909,0.21112068,0.71553342,0.07642749,0.3115181,0.47057442,-5.06905236,0.008743,0.72772014
Autoformer,672,96,TRUE,FALSE,TRUE,0.07382751,0.74374393,0.21942368,0.81880233,0.27171218,0.86240589,0.09921325,0.38064956,0.10596806,-7.99602207,0.01604635,0.94498497
Autoformer,672,192,TRUE,FALSE,TRUE,0.08979475,0.88055931,0.24766067,0.8972857,0.29965773,0.93838122,0.11217554,0.416264,-0.1165532,-9.86225867,0.01950397,1.0524385
Autoformer,672,336,TRUE,FALSE,TRUE,0.13001694,0.82466357,0.29414371,0.86624363,0.36057863,0.90810989,0.1340058,0.40288435,-0.66085704,-9.35110958,0.0289833,1.27302372
Autoformer,672,720,TRUE,FALSE,TRUE,0.25485554,0.24452185,0.3963978,0.42415128,0.50483221,0.49449151,0.18123212,0.20271878,-3.28716754,-2.41268629,0.05596943,1.87779522
Autoformer,720,1,TRUE,FALSE,TRUE,0.03474947,0.00231349,0.15090272,0.03879273,0.1864121,0.04809874,0.06651534,0.01803612,0.58048262,0.97211154,0.00662307,0.64770156
Autoformer,720,12,TRUE,FALSE,TRUE,0.03578839,0.00575089,0.15955386,0.05824097,0.18917821,0.07583461,0.07173309,0.02678387,0.56668422,0.93041619,0.00757668,0.65832335
Autoformer,720,24,TRUE,FALSE,TRUE,0.04163376,0.52678437,0.17303678,0.67770494,0.20404354,0.72579913,0.07654817,0.31758726,0.49333773,-5.40415348,0.00814783,0.71158957
Autoformer,720,96,TRUE,FALSE,TRUE,0.09971205,0.77644947,0.25313613,0.83885029,0.31577215,0.8811637,0.11581156,0.39043347,-0.24067399,-8.6268003,0.0222027,1.11113346
Autoformer,720,192,TRUE,FALSE,TRUE,0.07798414,0.90739084,0.23161097,0.91343496,0.2792564,0.95257065,0.10496855,0.42422912,0.01069286,-10.43843476,0.01697643,0.98980898
Autoformer,720,336,TRUE,FALSE,TRUE,0.13027722,0.87943215,0.28733599,0.89809003,0.36093935,0.93778044,0.13096473,0.41794685,-0.73513904,-10.35565468,0.02879366,1.29690826
Autoformer,720,720,TRUE,FALSE,TRUE,0.15744856,0.38621078,0.3147099,0.54745964,0.3967979,0.62145859,0.14428882,0.26083239,-1.72006328,-4.58310899,0.03505938,1.50853431
Autoformer,6,1,TRUE,TRUE,FALSE,0.00081014,0.00821274,0.01972208,0.07146617,0.02846298,0.09062414,0.00821097,0.0295617,0.99680712,0.96756802,0.00014298,0.05650556
Autoformer,6,12,TRUE,TRUE,FALSE,0.00413905,0.01330631,0.04223951,0.0866018,0.06433548,0.11535299,0.01758424,0.03528769,0.98345909,0.94691665,0.00072984,0.12840541
Autoformer,6,24,TRUE,TRUE,FALSE,0.0089,0.10846459,0.06352303,0.29058859,0.09433981,0.32933962,0.02662586,0.12815917,0.96389093,0.56254196,0.00157979,0.18936658
Autoformer,6,96,TRUE,TRUE,FALSE,0.02968922,0.54684619,0.12339046,0.68088987,0.17230558,0.7394905,0.05173701,0.30772866,0.866454,-1.37825517,0.00540196,0.35854724
Autoformer,6,192,TRUE,TRUE,FALSE,0.05528366,0.73836884,0.17536588,0.79063663,0.23512477,0.85928391,0.07424111,0.35940881,0.72043368,-2.49856825,0.01037846,0.5103665
Autoformer,6,336,TRUE,TRUE,FALSE,0.1107698,0.60877303,0.26184613,0.71765504,0.33282098,0.78023909,0.11198981,0.32574397,0.34873748,-2.18853436,0.020949,0.76018786
Autoformer,6,720,TRUE,TRUE,FALSE,0.17539799,0.79803805,0.32798135,0.83524094,0.41880542,0.89332975,0.14069024,0.37910322,-0.59591174,-4.17764338,0.03287861,1.06299794
Autoformer,12,1,TRUE,TRUE,FALSE,0.00094451,0.13051149,0.02253848,0.3099002,0.03073296,0.36126374,0.00937509,0.13297003,0.99623352,0.478729,0.00016498,0.06137168
Autoformer,12,12,TRUE,TRUE,FALSE,0.00422715,0.02475459,0.04308646,0.12993193,0.06501655,0.15733591,0.01795439,0.05685505,0.98291872,0.90014475,0.00074609,0.13050404
Autoformer,12,24,TRUE,TRUE,FALSE,0.00839752,0.52218193,0.06081393,0.66219442,0.09163796,0.72262156,0.02541552,0.29831083,0.96553478,-1.13014352,0.00147461,0.18501452
Autoformer,12,96,TRUE,TRUE,FALSE,0.02949465,0.70754391,0.12347507,0.77316769,0.17174006,0.84115629,0.05183031,0.35087037,0.8655387,-2.11824596,0.00536839,0.35983616
Autoformer,12,192,TRUE,TRUE,FALSE,0.05377949,0.84005547,0.17329556,0.84182564,0.23190404,0.9165454,0.0733663,0.38323533,0.72520355,-3.02597828,0.010062,0.50638938
Autoformer,12,336,TRUE,TRUE,FALSE,0.09144728,0.59496045,0.23531991,0.70571524,0.30240253,0.77133679,0.10051979,0.31845915,0.45342613,-2.15056404,0.01717677,0.69471234
Autoformer,12,720,TRUE,TRUE,FALSE,0.19828442,1.05419558,0.34758666,0.96276798,0.44529137,1.02674027,0.15028514,0.43843761,-0.82364722,-5.90882885,0.03819871,1.13651133
Autoformer,24,1,TRUE,TRUE,FALSE,0.01410897,0.18696228,0.0388315,0.3787292,0.11878119,0.43239135,0.01569414,0.16568193,0.94242545,0.23621198,0.00206621,0.23994696
Autoformer,24,12,TRUE,TRUE,FALSE,0.00512329,0.03149734,0.04925564,0.14663358,0.07157718,0.17747491,0.0205646,0.06635226,0.97881161,0.86997769,0.00090931,0.14537174
Autoformer,24,24,TRUE,TRUE,FALSE,0.00881976,0.53074296,0.06333261,0.66763104,0.09391357,0.72852108,0.02646645,0.30153866,0.96293558,-1.2169827,0.00154682,0.1919032
Autoformer,24,96,TRUE,TRUE,FALSE,0.03104413,0.6555349,0.12813009,0.74373896,0.17619343,0.8096511,0.05378201,0.33782471,0.85487812,-1.96652888,0.00564689,0.37426099
Autoformer,24,192,TRUE,TRUE,FALSE,0.05468688,0.79426294,0.17601599,0.81863647,0.23385227,0.89121431,0.07456617,0.37292537,0.71496713,-2.89382124,0.01019533,0.51672482
Autoformer,24,336,TRUE,TRUE,FALSE,0.0905024,0.79271238,0.23521292,0.82046635,0.30083618,0.89034397,0.10015939,0.37410929,0.44833182,-3.29016949,0.01668393,0.69907212
Autoformer,24,720,TRUE,TRUE,FALSE,0.19804497,1.02724364,0.34772539,0.95063233,0.44502243,1.01353028,0.14950259,0.433397,-0.84699097,-5.86844729,0.03731957,1.14840972
Autoformer,48,1,TRUE,TRUE,FALSE,0.00430153,0.18413771,0.04916333,0.3790108,0.06558605,0.42911271,0.0205964,0.16730661,0.98155355,0.20987395,0.00076045,0.13581772
Autoformer,48,12,TRUE,TRUE,FALSE,0.00629298,0.00956998,0.05845191,0.07130326,0.07932831,0.09782626,0.02449309,0.02889363,0.97259288,0.95841928,0.00112339,0.16530839
Autoformer,48,24,TRUE,TRUE,FALSE,0.01008396,0.3929334,0.07241391,0.57353869,0.10041891,0.626844,0.03034805,0.25949348,0.95530947,-0.7303256,0.00178804,0.21068241
Autoformer,48,96,TRUE,TRUE,FALSE,0.03242866,0.61886154,0.13326062,0.72161694,0.18007958,0.78667753,0.05620619,0.32856813,0.84119276,-1.94936142,0.00593003,0.39281732
Autoformer,48,192,TRUE,TRUE,FALSE,0.0595663,0.74399344,0.18589652,0.79285466,0.24406208,0.86255055,0.079037,0.36162912,0.67692286,-2.81522522,0.01118654,0.55202341
Autoformer,48,336,TRUE,TRUE,FALSE,0.09816112,0.78214833,0.24747168,0.81753233,0.31330675,0.8843915,0.10608072,0.37279829,0.37906671,-3.41761814,0.01848584,0.74456137
Autoformer,48,720,TRUE,TRUE,FALSE,0.1902182,1.14633696,0.34320632,1.01093743,0.43614012,1.07067126,0.14875312,0.46018062,-0.82628301,-6.97304206,0.03685484,1.15013158
Autoformer,72,1,TRUE,TRUE,FALSE,0.00335604,0.1910074,0.04279556,0.38929649,0.05793131,0.43704394,0.0178838,0.17340988,0.98478153,0.13319368,0.00058336,0.12336317
Autoformer,72,12,TRUE,TRUE,FALSE,0.00962056,0.00783921,0.0719883,0.06665373,0.09808446,0.08853929,0.03013493,0.02796367,0.9555685,0.96387869,0.00168765,0.21050194
Autoformer,72,24,TRUE,TRUE,FALSE,0.01594249,0.45748052,0.09486034,0.61706175,0.12626357,0.67637306,0.04009475,0.28035841,0.92511044,-1.14182649,0.00288735,0.27319801
Autoformer,72,96,TRUE,TRUE,FALSE,0.03247695,0.67961479,0.13356754,0.75693319,0.18021363,0.82438753,0.05648622,0.34549568,0.83380931,-2.40066438,0.00595719,0.4030081
Autoformer,72,192,TRUE,TRUE,FALSE,0.06485391,0.76056086,0.19715127,0.8023808,0.2546643,0.87210141,0.08455041,0.36637843,0.6349316,-3.07263299,0.0124879,0.5889895
Autoformer,72,336,TRUE,TRUE,FALSE,0.09856413,0.69503172,0.25084633,0.7679693,0.31394923,0.83368562,0.10759892,0.3505437,0.35715618,-3.0897492,0.01854355,0.75879365
Autoformer,72,720,TRUE,TRUE,FALSE,0.18762188,1.14077406,0.34284088,1.00871574,0.43315342,1.06807025,0.14873274,0.45961675,-0.79324751,-7.24144478,0.0365091,1.15695465
Autoformer,96,1,TRUE,TRUE,FALSE,0.00539621,0.20125283,0.05386331,0.4031057,0.07345889,0.44861211,0.02267596,0.18117948,0.97390228,0.02667938,0.0009725,0.1615479
Autoformer,96,12,TRUE,TRUE,FALSE,0.00939154,0.01904821,0.07146868,0.11495414,0.09690996,0.13801525,0.02993532,0.05176993,0.95411099,0.90697179,0.00167012,0.21408235
Autoformer,96,24,TRUE,TRUE,FALSE,0.0145726,0.45328253,0.08858138,0.61332351,0.12071703,0.6732626,0.03730928,0.27950292,0.92789571,-1.23562587,0.00264053,0.26805136
Autoformer,96,96,TRUE,TRUE,FALSE,0.03916656,0.64075285,0.15122361,0.7344479,0.19790544,0.8004704,0.06472418,0.33565198,0.79259263,-2.33922846,0.00747886,0.45178616
Autoformer,96,192,TRUE,TRUE,FALSE,0.06565478,0.68390611,0.19923723,0.76020619,0.25623187,0.82698616,0.08559418,0.34759778,0.61777065,-2.80942644,0.0125418,0.60472298
Autoformer,96,336,TRUE,TRUE,FALSE,0.10320624,0.77173339,0.2563045,0.81172538,0.32125729,0.87848358,0.10996225,0.3712093,0.29982776,-3.7218831,0.01926756,0.79279953
Autoformer,96,720,TRUE,TRUE,FALSE,0.18703561,0.78819093,0.34249792,0.82719859,0.43247613,0.88780117,0.14918466,0.37858011,-0.86735606,-4.90231882,0.03698887,1.17861986
Autoformer,120,1,TRUE,TRUE,FALSE,0.00962278,0.16402679,0.07174504,0.35800727,0.09809579,0.4050022,0.03052454,0.16042564,0.95153463,0.1737797,0.00179852,0.2201485
Autoformer,120,12,TRUE,TRUE,FALSE,0.01415688,0.02425327,0.08658896,0.13031294,0.11898269,0.1557346,0.03667573,0.0594855,0.92800662,0.87683726,0.00257961,0.26813716
Autoformer,120,24,TRUE,TRUE,FALSE,0.01875565,0.4381433,0.10164135,0.60200577,0.13695128,0.66192394,0.04309657,0.2748855,0.90339849,-1.24663998,0.00344274,0.31016496
Autoformer,120,96,TRUE,TRUE,FALSE,0.04649729,0.64724483,0.16255388,0.73896376,0.21563229,0.80451528,0.06970957,0.33812395,0.74424183,-2.49636155,0.00883711,0.50052607
Autoformer,120,192,TRUE,TRUE,FALSE,0.06625296,0.71486429,0.19965486,0.77804694,0.25739652,0.84549647,0.08559711,0.35612121,0.6012146,-3.13250436,0.01249186,0.6176306
Autoformer,120,336,TRUE,TRUE,FALSE,0.10428905,0.81790846,0.25918791,0.83934004,0.32293817,0.90438291,0.11159079,0.38376555,0.26347233,-4.20195802,0.01967392,0.81348407
Autoformer,120,720,TRUE,TRUE,FALSE,0.19320492,0.34324384,0.34764799,0.50705778,0.43955082,0.58587016,0.15134007,0.23560672,-0.97815351,-1.66040353,0.03799459,1.22120655
Autoformer,144,1,TRUE,TRUE,FALSE,0.01142791,0.16809693,0.08125474,0.36425806,0.10690142,0.40999626,0.03452598,0.16429163,0.94011615,0.11915249,0.00213675,0.24471177
Autoformer,144,12,TRUE,TRUE,FALSE,0.02116571,0.00754933,0.10371545,0.06544822,0.1454844,0.08688688,0.04453366,0.02753638,0.88777962,0.96006457,0.00410253,0.33458924
Autoformer,144,24,TRUE,TRUE,FALSE,0.01411837,0.44835895,0.08909602,0.60954854,0.11882075,0.66959611,0.03825037,0.27897443,0.92445081,-1.39281339,0.00264583,0.27447352
Autoformer,144,96,TRUE,TRUE,FALSE,0.03670339,0.67000567,0.14502609,0.75298008,0.19158128,0.81853874,0.06265676,0.34489985,0.79083639,-2.7538419,0.00712204,0.45315975
Autoformer,144,192,TRUE,TRUE,FALSE,0.07648408,0.74405047,0.21732406,0.79565024,0.27655753,0.8625836,0.09406366,0.36438602,0.5215013,-3.4652783,0.01489392,0.67670655
Autoformer,144,336,TRUE,TRUE,FALSE,0.11061337,0.76272655,0.26885539,0.810145,0.33258587,0.87334217,0.11654686,0.37090644,0.18536937,-4.0486796,0.02131047,0.85563564
Autoformer,144,720,TRUE,TRUE,FALSE,0.19551098,1.11357318,0.35174245,0.99504875,0.44216624,1.05525977,0.1536767,0.45485641,-1.03692515,-7.92708875,0.03884176,1.25183189
Autoformer,168,1,TRUE,TRUE,FALSE,0.01370115,0.17798959,0.08317325,0.3764682,0.1170519,0.42188813,0.03601589,0.17070985,0.92564956,0.03354776,0.00273213,0.27267277
Autoformer,168,12,TRUE,TRUE,FALSE,0.01798622,0.01021086,0.10068374,0.08127212,0.1341127,0.10104879,0.04277766,0.03552979,0.90174851,0.94425626,0.00325063,0.31330058
Autoformer,168,24,TRUE,TRUE,FALSE,0.02077609,0.45402713,0.10961108,0.6139632,0.14413913,0.67381535,0.04726018,0.28140064,0.88554227,-1.4960704,0.00395109,0.33795896
Autoformer,168,96,TRUE,TRUE,FALSE,0.04133891,0.68176205,0.15906446,0.76046587,0.20331973,0.82568884,0.06810381,0.34864001,0.75546634,-2.96175577,0.00776323,0.49000233
Autoformer,168,192,TRUE,TRUE,FALSE,0.06477427,0.78928675,0.20163338,0.82111854,0.2545079,0.88841812,0.08700416,0.37628154,0.57885467,-3.920361,0.01241714,0.63511926
Autoformer,168,336,TRUE,TRUE,FALSE,0.11640651,0.82629476,0.27698597,0.84805107,0.34118399,0.90900757,0.1198159,0.3880013,0.09794545,-4.69983443,0.0221612,0.89269036
Autoformer,168,720,TRUE,TRUE,FALSE,0.19361947,0.39224391,0.3492167,0.54838896,0.44002214,0.62629379,0.15321934,0.25559472,-1.02531487,-2.24928211,0.03910314,1.25841868
Autoformer,192,1,TRUE,TRUE,FALSE,0.0068196,0.19239208,0.06298561,0.39297918,0.08258085,0.43862521,0.02692585,0.1789271,0.96188318,-0.07533837,0.00125988,0.19523528
Autoformer,192,12,TRUE,TRUE,FALSE,0.01746834,0.02204759,0.10263126,0.1234672,0.13216783,0.14848432,0.04400185,0.05664358,0.90145232,0.87571363,0.00333184,0.31372663
Autoformer,192,24,TRUE,TRUE,FALSE,0.01999509,0.43718904,0.10771589,0.60063319,0.141404,0.66120272,0.04655803,0.27577488,0.88587859,-1.48748666,0.00390445,0.33728877
